person_id,first_name,last_name,date_of_birth,gender,nationality,occupation,employment_status,declared_monthly_income,income_currency,city,region,country,phone_hash,address_hash,created_at
P000539,Dagmawi,Gebre-Mariam,1990-06-22,M,Ethiopian,teacher,Employed,14021,ETB,Asella,Oromia,Ethiopia,00a1f2bcb9c4209e,c70594d4cab90095,2023-12-24T00:10:21.230296
P000540,Eyerusalem,Wondwosen,1973-05-10,F,Ethiopian,day_laborer,Employed,4313,ETB,Mekelle,Tigray,Ethiopia,aef4d68194567216,,2025-05-08T10:33:51.922937
P000541,Mekdes,Sebsebe,1994-06-25,F,Ethiopian,security_guard,Employed,10366,ETB,Jijiga,Somali,Ethiopia,60b15ccd3a8ee0b3,3949c1d162a2a9ee,2022-08-09T04:55:04.864098
P000542,Woyneshet,Gebre-Micheal,1979-05-30,F,Ethiopian,software_engineer,Employed,14192,ETB,Hawassa,Sidama,Ethiopia,,245b3611aa4fd098,2024-06-20T10:38:26.512372
P000543,Abebawork,Mikias,1990-02-18,F,Ethiopian,freelancer,Self-Employed,59181,ETB,Jimma,Oromia,Ethiopia,5637c4540966c874,,2024-10-11T20:39:43.201678
P000544,Tigist,Girum,1992-06-21,F,Ethiopian,freelancer,Self-Employed,37493,ETB,Dire Dawa,Dire Dawa,Ethiopia,94992e340d8d8dc5,d87a0d419209b25a,2025-03-24T23:48:00.006168
P000545,Kagnew,Tilahun,1988-01-19,M,Ethiopian,engineer,Employed,15418,ETB,Addis Ababa,Addis Ababa,Ethiopia,8b6cef236e04b0dc,51335103c8c021b6,2022-12-02T12:48:01.550518
P000546,Alazar,Cherenet,1985-01-24,M,Ethiopian,business_owner,Self-Employed,33943,ETB,Addis Ababa,Addis Ababa,Ethiopia,,e4282bad07278cfe,2024-08-26T06:01:30.269163
P000547,Molla,Moges,1973-07-09,M,Other,unemployed,Unemployed,2000,ETB,Bahir Dar,Amhara,Ethiopia,6d3953e9d8babe01,60dd0e9db13708ab,2023-05-12T23:03:42.652035
P000548,Yohannes,Belayneh,1999-08-10,M,Ethiopian,teacher,Employed,6223,ETB,Bishoftu,Oromia,Ethiopia,ffbbda64c741d780,b10f889bad385819,2025-08-25T11:39:43.559700
P000549,Addis,Wolde-Giorgis,1982-09-10,F,Ethiopian,business_owner,,132558,ETB,Arba Minch,SNNPR,Ethiopia,2cabd1048e357afa,,2023-06-06T15:47:59.712558
P000550,Dawit,Ayele,1999-05-27,M,Ethiopian,security_guard,Employed,3750,ETB,Bahir Dar,Amhara,Ethiopia,f3c2ff63da255384,75fa7ef32c3d1c83,2023-01-31T23:00:14.511633
P000551,Abebe,Kassaye,2001-08-13,M,Ethiopian,student,Student,2623,ETB,Adama,Oromia,Ethiopia,1622d06f91c14669,,2025-09-04T04:25:32.830547
P000552,Befekadu,Abenezer,1963-03-04,M,Ethiopian,business_owner,Self-Employed,85156,ETB,Adama,Oromia,Ethiopia,800f662b7441848f,e36de759dc33dcad,2022-11-23T19:31:01.416653
P000553,Gashaw,Assefa,1979-08-14,M,Other,nurse,Employed,9168,ETB,Mekelle,Tigray,Ethiopia,b3d1bb8dca010d96,35c63ec95a742e7b,2023-04-15T12:17:02.694937
P000554,Mulu,Amha,1971-04-15,F,Ethiopian,unemployed,Unemployed,2000,ETB,Addis Ababa,Addis Ababa,Ethiopia,f6bc9bafa166e118,06a194bc2f9d270e,2023-10-25T08:57:13.326173
P000555,Fekre-Mariam,Efrem,1990-06-15,M,Ethiopian,student,Student,3243,ETB,Addis Ababa,Addis Ababa,Ethiopia,c107176e92346fc9,da2d32d4d1a31f9e,2024-01-20T03:05:02.417636
P000556,Alemayehu,Abel,1965-05-19,M,Ethiopian,student,Student,6866,ETB,Arba Minch,SNNPR,Ethiopia,5e0d4912267e4722,75d20f253dc21713,2024-11-07T20:04:31.746801
P000557,Temesgen,Argaw,1986-10-02,M,Ethiopian,business_owner,Self-Employed,45595,ETB,Gondar,Amhara,Ethiopia,dd108eb32bc6cf48,,2023-10-24T09:13:44.075649
P000558,Tinbit,Ermias,1976-03-05,F,Ethiopian,student,Student,3593,ETB,Adama,Oromia,Ethiopia,c7236f1a77bed6c2,176889a963a454f0,2023-04-01T11:27:37.336704
P000559,Abiot,Zerihun,1987-05-04,F,Ethiopian,software_engineer,Employed,14209,ETB,Dessie,Amhara,Ethiopia,5f1d2dbdeea6a623,fc2210d57b987618,2024-03-26T11:17:35.849096
P000560,Hewan,Assefa,1992-11-09,F,Ethiopian,merchant,Self-Employed,15768,ETB,Bishoftu,Oromia,Ethiopia,fe749c762e319e6e,,2023-03-13T17:48:10.413537
P000561,Yitbarek,Mebratu,1964-11-23,M,Other,day_laborer,Employed,4555,ETB,Addis Ababa,Addis Ababa,Ethiopia,c5757fa70e861740,,2024-06-12T20:31:06.106380
P000562,Zeleke,Niguse,1991-10-20,M,Ethiopian,software_engineer,Employed,66975,ETB,Addis Ababa,Addis Ababa,Ethiopia,a835480a2c9a1cef,0080ae6a834b9474,2023-04-13T13:13:50.166517
P000563,Yeshimebet,Bemnet,1989-09-14,F,Other,software_engineer,,16036,ETB,Dessie,Amhara,Ethiopia,56d25fcf082fbf69,30260187838ababe,2022-05-22T11:36:38.443062
P000564,Kidist,Solomon,1980-10-21,F,Ethiopian,cashier,Employed,3573,ETB,Addis Ababa,Addis Ababa,Ethiopia,,e0068c7070ad6902,2023-02-27T03:56:42.406994
P000565,Aida,Moges,1995-04-24,F,Ethiopian,teacher,Employed,14965,ETB,Addis Ababa,Addis Ababa,Ethiopia,537cd1e61c7b93d7,2d434936fcf5368c,2022-02-07T11:24:16.019557
P000566,Haimanot,Mohammed,1999-10-05,F,Ethiopian,freelancer,Self-Employed,32700,ETB,Shashamane,Oromia,Ethiopia,5b1f5635e509b9d0,308e8d66b4d508b9,2023-05-22T00:19:41.451635
P000567,Mulu,Bereket,1973-11-30,F,Ethiopian,cashier,Employed,2879,ETB,Mekelle,Tigray,Ethiopia,37425bf9329b0a2d,6bbbdfcaca020fbf,2025-01-09T14:54:45.575937
P000568,Girmachew,Lemma,1966-04-12,M,Ethiopian,security_guard,Employed,9523,ETB,Dire Dawa,Dire Dawa,Ethiopia,6f411a7d5a2eed74,422a04169f38547f,2022-06-30T01:02:47.713309
P000569,Cherenet,Gizachew,1985-12-19,M,Ethiopian,student,Student,3000,ETB,Addis Ababa,Addis Ababa,Ethiopia,4688b31390d0d808,,2022-10-12T00:37:10.622198
P000570,Samrawit,Fikadu,1995-07-13,F,Ethiopian,day_laborer,Employed,6094,ETB,Addis Ababa,Addis Ababa,Ethiopia,b97c05fa09cb8cb5,2ec900b948999fae,2022-09-09T02:05:56.127345
P000571,Seyoum,Fistum,1974-01-20,M,Ethiopian,day_laborer,Employed,4606,ETB,Gondar,Amhara,Ethiopia,4dd45b66d121df66,,2024-11-15T13:30:35.077147
P000572,Welela,Samuel,1994-07-25,F,Ethiopian,accountant,Employed,55625,ETB,Dilla,SNNPR,Ethiopia,d9c6550db78ced27,3016527d2c6f036c,2024-06-15T02:01:35.137251
P000573,Zeritu,Tamrat,1994-10-27,F,Ethiopian,government_employee,Employed,15715,ETB,Addis Ababa,Addis Ababa,Ethiopia,7a48396655a05d03,b6f43c380eecf70c,2023-04-28T05:31:08.439579
P000574,Yeshimebet,Beyene,1974-06-16,F,Ethiopian,accountant,Employed,14841,ETB,Addis Ababa,Addis Ababa,Ethiopia,0dae002262123ee2,9055b5a78deb1352,2023-09-29T01:30:17.729768
P000575,Elfnesh,Alazar,1963-06-10,F,Ethiopian,domestic_worker,Employed,3348,ETB,Addis Ababa,Addis Ababa,Ethiopia,bef7f482bd10da58,ca2697ff47734703,2024-03-03T10:29:37.920337
P000576,Sinetebeb,Abdela,1986-04-06,F,Ethiopian,lawyer,Employed,39846,ETB,Mekelle,Tigray,Ethiopia,910b8572cbf7d246,8a3d2d5342de62d2,2022-04-02T22:22:49.709828
P000577,Kalkidan,Bisrat,1978-06-12,F,Ethiopian,farmer,Self-Employed,8990,ETB,Addis Ababa,Addis Ababa,Ethiopia,4485832e86c53fb6,7462850087c00cc1,2023-05-05T05:22:56.776920
P000578,Elfnesh,Adane,2006-06-16,F,Ethiopian,business_owner,Self-Employed,33710,ETB,Gondar,Amhara,Ethiopia,a5d9bd4eb200db46,,2025-07-02T10:04:09.946702
P000579,Lidiya,Selam,1978-09-07,F,Ethiopian,cashier,Employed,7135,ETB,Mekelle,Tigray,Ethiopia,,32bb34e4870935c9,2024-06-26T22:56:19.819280
P000580,Abegaz,Caleb,2002-06-01,M,Ethiopian,farmer,Self-Employed,8975,ETB,Gondar,Amhara,Ethiopia,4527dc45549fd905,ae8230172a75aa15,2023-07-21T01:29:15.542942
P000581,Etsegenet,Sebhat,1970-01-31,F,Ethiopian,domestic_worker,Employed,5552,ETB,Addis Ababa,Addis Ababa,Ethiopia,f95930e95a1b7dd8,,2024-04-04T01:03:59.087246
P000582,Misrak,Alazar,2005-01-30,F,Other,day_laborer,Employed,3925,ETB,Jimma,Oromia,Ethiopia,b02666ad0de92536,2097cece97e66ff0,2024-01-04T15:06:22.706016
P000583,Theodros,Cherenet,1968-03-25,M,Ethiopian,student,Student,10750,ETB,Addis Ababa,Addis Ababa,Ethiopia,b7ee335d5d50ac87,97631adb1f2e95e7,2025-03-29T14:21:29.554466
P000584,Gebre-Selassie,Habte,1984-07-26,M,Ethiopian,engineer,Employed,26757,ETB,Hosaena,SNNPR,Ethiopia,e5c52fa317e979af,1becd2f22de870d8,2022-01-18T12:11:24.866344
P000585,Senedu,Dilnesaw,1992-06-02,F,Other,government_employee,Employed,12266,ETB,Addis Ababa,Addis Ababa,Ethiopia,095dfa148edefaf1,,2022-05-17T07:54:25.039593
P000586,Naomi,Molla,1998-01-13,F,Ethiopian,farmer,Self-Employed,3394,ETB,Addis Ababa,Addis Ababa,Ethiopia,6f09af9b834af2f2,74386edbc7c83c38,2022-11-16T17:44:27.200890
P000587,Abebe,Girum,2007-01-10,M,Ethiopian,security_guard,Employed,5909,ETB,Hawassa,Sidama,Ethiopia,,2f53ece2cf6ba79f,2024-12-22T06:33:20.398099
P000588,Abay,Getachew,1987-12-17,M,Other,farmer,,4911,ETB,Addis Ababa,Addis Ababa,Ethiopia,be8dbbdcc9fa5707,16e141661cf049e5,2024-07-03T05:26:18.985328
P000589,Lake,Kifle,1976-01-15,M,Ethiopian,driver,Employed,9808,ETB,Bahir Dar,Amhara,Ethiopia,ec845ddb4d61ab5c,646c57608e4223d1,2023-09-01T01:36:42.799462
P000590,Belete,Assefa,2006-06-25,M,Ethiopian,cashier,Employed,6737,ETB,Addis Ababa,Addis Ababa,Ethiopia,64e13ed58f02b84b,9f16067aa830f6d7,2023-06-04T09:15:28.676615
P000591,Yamrot,Shifferaw,1996-01-01,F,Ethiopian,merchant,Self-Employed,33233,ETB,Addis Ababa,Addis Ababa,Ethiopia,,3020f784c1b753e6,2024-08-31T06:46:13.648475
P000592,Abiy,Beteab,1970-08-07,M,Ethiopian,engineer,Employed,28074,ETB,Sodo,SNNPR,Ethiopia,c0bf465860e87148,22cc7fc29a68d9e7,2024-03-09T20:03:04.712116
P000593,Mezgebe,Mekuriya,1995-09-22,M,Ethiopian,merchant,Self-Employed,41985,ETB,Jimma,Oromia,Ethiopia,39b2f4da274a8f21,c7c66564ad6941f5,2025-10-04T15:27:50.542775
P000594,Tigist,Gashaw,1965-10-04,F,Ethiopian,merchant,Self-Employed,22684,ETB,Jimma,Oromia,Ethiopia,65490b4c9dde094f,27d815f9bf016949,2023-10-13T04:09:44.054319
P000595,Abdulahi,Michael,1969-02-14,M,Ethiopian,teacher,Employed,16880,ETB,Dilla,SNNPR,Ethiopia,,9c3c1f9bd26ad586,2022-02-08T01:19:41.291874
P000596,Haile-Selassie,Fikremariam,1980-07-29,M,Ethiopian,merchant,,14546,ETB,Addis Ababa,Addis Ababa,Ethiopia,eaebde0d9f837f40,40d61b02c348c22c,2023-11-25T17:36:39.502541
P000597,Biftu,Desalegn,1999-06-01,F,Other,driver,Employed,10436,ETB,Adama,Oromia,Ethiopia,aead8654fe4383a6,84180ec4c35bcd3f,2023-12-04T23:16:23.225068
P000598,Mahder,Yonas,1988-08-08,F,Ethiopian,farmer,Self-Employed,2000,ETB,Addis Ababa,Addis Ababa,Ethiopia,60434f7ea1a4dde6,a88e89e6ed157d36,2023-10-10T04:08:11.152150
P000599,Senedu,Tarik,1997-07-08,F,Ethiopian,student,Student,2000,ETB,Dire Dawa,Dire Dawa,Ethiopia,1c543c4b69ad8727,fc4b81ad2a1201e2,2024-01-24T04:09:19.403338
P000600,Amsale,Berhanu,1975-12-28,F,Ethiopian,student,Student,2000,ETB,Hosaena,SNNPR,Ethiopia,,e38378166e436715,2024-04-27T13:45:42.811203
P000601,Rediet,Legesse,1964-11-13,M,Ethiopian,nurse,Employed,36083,ETB,Dire Dawa,Dire Dawa,Ethiopia,3ba72ba7e86458c1,4c87fa4d667d201b,2022-10-06T00:48:41.137347
P000602,Zeritu,Kagnew,1983-02-04,F,Ethiopian,software_engineer,Employed,26514,ETB,Mekelle,Tigray,Ethiopia,1a32ded7183390e7,e2d7fbfaed61b446,2025-06-04T03:29:43.002350
P000603,Aksum,Belachew,1998-01-23,F,Ethiopian,software_engineer,Employed,20120,ETB,Dessie,Amhara,Ethiopia,7cd5d18847bda3ad,62fa99409456e55e,2024-10-08T10:17:31.661509
P000604,Taitu,Mamush,2003-06-24,F,Ethiopian,teacher,Employed,4955,ETB,Mekelle,Tigray,Ethiopia,fe6453038eac71fc,c1541a84f4c29675,2023-07-03T16:32:03.642376
P000605,Negassi,Tesfaye,1973-10-16,F,Ethiopian,driver,Employed,8000,ETB,Addis Ababa,Addis Ababa,Ethiopia,a1f3693a4ee77b8e,c3c225ee7c685e84,2022-08-03T07:24:56.475669
P000606,Derartu,Abayneh,2006-12-26,F,Ethiopian,software_engineer,Employed,54825,ETB,Addis Ababa,Addis Ababa,Ethiopia,81e797d07a3b5473,1f6abb977ced84e9,2024-09-07T08:22:22.372749
P000607,Bruktawit,  Fistum,1968-01-14,F,Ethiopian,government_employee,Employed,10042,ETB,Nekemte,Oromia,Ethiopia,e350f93051dbd211,9e3b6b5ec2afec01,2024-11-26T16:51:53.675885
P000608,Aron,Menelik,1963-06-01,M,Other,freelancer,Self-Employed,29546,ETB,Addis Ababa,Addis Ababa,Ethiopia,c6e4ecfa0124fe08,1f89f9847d65f2d2,2023-10-24T22:19:28.811597
P000609,Genet,Legesse,1998-11-24,F,Ethiopian,ngo_worker,Employed,8618,ETB,Addis Ababa,Addis Ababa,Ethiopia,,9ae78b08f1b817b6,2025-01-09T21:49:00.096382
P000610,Bahiru,Lemma,2004-03-27,M,Ethiopian,software_engineer,Employed,27244,ETB,Arba Minch,SNNPR,Ethiopia,8ba5a91a8c0324e9,a4a7e3e97b9b1334,2023-06-25T16:37:29.212483
P000611,Hanna,Habte,1983-09-12,F,Ethiopian,cashier,Employed,5540,ETB,Addis Ababa,Addis Ababa,Ethiopia,54580badc858b071,,2024-06-06T19:27:05.618653
P000612,Salem,Gashaw,1961-10-28,F,Ethiopian,driver,Employed,17556,ETB,Dire Dawa,Dire Dawa,Ethiopia,02da1a0588d91d6c,b3ac91067222ddc1,2025-04-09T04:53:34.278024
P000613,Birtukan,Kebron,1993-11-08,F,Ethiopian,nurse,Employed,34555,ETB,Addis Ababa,Addis Ababa,Ethiopia,0a426bc8b0010180,c09de0918d1a3205,2022-08-04T17:23:43.194793
P000614,Freyhiwot,Fedlu,1995-03-05,F,Ethiopian,merchant,,23620,ETB,Nekemte,Oromia,Ethiopia,2496fadc537cc823,fdea6aeee435f4a8,2024-04-29T22:09:06.823337
P000615,Anteneh,Teshome,1964-04-10,M,Ethiopian,driver,Employed,7112,ETB,Harar,Harari,Ethiopia,f3c99874174a7027,752a2a9d897b35da,2024-01-10T20:09:53.932843
P000616,Roza,Israel,1975-12-15,F,Ethiopian,government_employee,Employed,15493,ETB,Gondar,Amhara,Ethiopia,054930d7577a0ae5,,2022-08-21T01:20:54.310160
P000617,Bemnet,Asfaw,2005-07-10,F,Ethiopian,freelancer,Self-Employed,19459,ETB,Addis Ababa,Addis Ababa,Ethiopia,10decc95f9795e1b,82d54d32428ad9a4,2023-06-07T19:57:55.473335
P000618,Lake,Assefa,1981-08-15,M,Ethiopian,unemployed,Unemployed,2000,ETB,Bishoftu,Oromia,Ethiopia,5ebe39b2dba3a474,bac101c35b88d1d7,2022-03-14T11:22:52.845117
P000619,Bekila,Daniel,1988-09-03,M,Ethiopian,farmer,Self-Employed,16184,ETB,Asella,Oromia,Ethiopia,a7ed2a78bbad5753,4c865227380310ed,2022-12-25T14:20:36.221037
P000620,Elias,Legesse,2000-10-01,M,Ethiopian,unemployed,Unemployed,3152,ETB,Bahir Dar,Amhara,Ethiopia,3f4117ab6f91fe58,5a45d0363d7a892d,2022-02-09T10:38:08.457871
P000621,Helen,Endrias,1983-04-01,F,Ethiopian,engineer,Employed,43601,ETB,Addis Ababa,Addis Ababa,Ethiopia,5f372ca50d5bcf35,b9ddf935d95bb81f,2025-09-09T20:45:36.764413
P000622,Yewbdar,Thomas,1969-11-20,F,Ethiopian,engineer,Employed,18825,ETB,Jimma,Oromia,Ethiopia,bb5b315dd4e4c133,8f7b63369d36f3e3,2025-04-06T19:31:27.152292
P000623,Melat,Abenezer,1976-08-24,F,Ethiopian,merchant,Self-Employed,32099,ETB,Dire Dawa,Dire Dawa,Ethiopia,dc385e0da6be29f5,7fe4f05aeca2444c,2025-02-05T18:03:43.188582
P000624,Addisu,Tibebu,1984-06-27,M,Ethiopian,unemployed,Unemployed,3741,ETB,Hawassa,Sidama,Ethiopia,1a673a3427adb515,c146fc53cd51edcf,2022-08-30T14:18:11.102145
P000625,Amsalu,Endrias,1991-07-19,F,Ethiopian,lawyer,Employed,31934,ETB,Addis Ababa,Addis Ababa,Ethiopia,813b261452666f2c,54a2ed83c0318b22,2023-12-08T22:10:50.681721
P000626,Wolde-Giorgis,Abebe,2000-10-15,M,Ethiopian,merchant,Self-Employed,13351,ETB,Shashamane,Oromia,Ethiopia,3760f12610dd6cc2,02cb5afd61629870,2022-03-21T18:33:25.771924
P000627,Wudassie,Fikadu,1981-07-26,F,Ethiopian,freelancer,Self-Employed,18739,ETB,Addis Ababa,Addis Ababa,Ethiopia,10fd003f8ec7c365,1224a5dbadb78002,2023-07-12T13:52:51.171628
P000628,Fiseha,Niguse,1986-01-05,M,Ethiopian,engineer,Employed,18601,ETB,Shashamane,Oromia,Ethiopia,30f3407c5e726175,19876ffaad337afd,2025-02-05T10:28:08.158545
P000629,Maraki,Mussie,1965-12-22,F,Ethiopian,farmer,Self-Employed,7487,ETB,Addis Ababa,Addis Ababa,Ethiopia,e7125ef8773d1fe8,eae9203db2bc0e44,2024-05-02T01:20:46.644653
P000630,Saba,Gebre-Meskel,1977-12-09,F,Ethiopian,government_employee,Employed,11438,ETB,Addis Ababa,Addis Ababa,Ethiopia,29564aba5b6b1ead,,2024-04-24T22:43:38.692626
P000631,  Aida,Zelalem,1970-07-12,F,Ethiopian,teacher,Employed,21171,ETB,Hawassa,Sidama,Ethiopia,83792535aa256003,e7b56672ee6188be,2024-06-11T02:31:33.525457
P000632,Netsanet,Cherenet,1997-09-01,F,Ethiopian,cashier,Employed,13374,ETB,Addis Ababa,Addis Ababa,Ethiopia,e74e393b162ba2b8,7a263413909ef7b1,2022-08-04T20:50:23.884768
P000633,Abdi,Amin,1989-10-01,M,Ethiopian,student,Student,2724,ETB,Addis Ababa,Addis Ababa,Ethiopia,71d7cb6a13b38c19,d795395bde80c770,2025-01-02T22:55:42.780077
P000634,Dejen,Mebratu,1967-04-01,M,Ethiopian,ngo_worker,Employed,86928,ETB,Addis Ababa,Addis Ababa,Ethiopia,ec9652b9c0102529,62ef822c4ea30673,2024-05-03T13:43:35.298259
P000635,Nolawi,Zelalem,1984-03-28,M,Ethiopian,software_engineer,Employed,54685,ETB,Hosaena,SNNPR,Ethiopia,d104958f27f7b6b7,59671e578c0f7524,2022-09-13T13:23:33.199970
P000636,Afework,Simon,1996-08-21,M,Ethiopian,security_guard,Employed,5258,ETB,Dessie,Amhara,Ethiopia,264bd3338641f30b,2fa11bf0cccb24a4,2025-07-31T12:09:42.475976
P000637,Kelemua,Gebre-Mariam,1971-03-13,F,Ethiopian,lawyer,Employed,37561,ETB,Shashamane,Oromia,Ethiopia,7986794dd781deb4,f7f6ea9556bfdc54,2022-01-23T02:51:30.320265
P000638,Samrawit,Mekuriya,1994-09-15,F,Ethiopian,ngo_worker,Employed,15854,ETB,Addis Ababa,Addis Ababa,Ethiopia,b1913cde137a61a9,dcd1e0c420cfcf9d,2024-08-19T03:08:53.043392
P000639,Tsedey,Workneh,1994-10-07,F,Ethiopian,teacher,Employed,8047,ETB,Adama,Oromia,Ethiopia,2825508510f4fda3,c8c2a4b8d87ef934,2023-05-04T17:00:00.741297
P000640,Hiwot,Mersha,1978-12-15,F,Ethiopian,business_owner,Self-Employed,82201,ETB,Jijiga,Somali,Ethiopia,,797ca56c21990f88,2024-05-15T18:28:12.426232
P000641,Siham,Mekbib,1982-03-28,F,Ethiopian,cashier,Employed,2984,ETB,Addis Ababa,Addis Ababa,Ethiopia,,88407d6203023827,2024-01-22T20:02:22.724487
P000642,Helen,Samson,2006-08-28,F,Ethiopian,business_owner,Self-Employed,127764,ETB,Bahir Dar,Amhara,Ethiopia,cdb0dc3747cdf6bf,,2022-12-28T17:30:16.967453
P000643,Abdul,Tedla,1963-03-03,M,Other,merchant,Self-Employed,34475,ETB,Hosaena,SNNPR,Ethiopia,fab5f0ae529c301d,19d4054be0aa0999,2022-03-01T19:26:36.234777
P000644,Tadesse,Beteab,1981-01-18,M,Ethiopian,unemployed,Unemployed,2000,ETB,Dilla,SNNPR,Ethiopia,87df3462534a0690,97be993881384ae0,2024-10-02T23:17:35.598588
P000645,Tigist,Beyene,1969-01-05,F,Ethiopian,software_engineer,Employed,19938,ETB,Mekelle,Tigray,Ethiopia,a7b98a3296dc45e1,b1d91e391979c2e2,2023-08-12T16:47:42.356750
P000646,Almaz,Wossen,1985-12-10,F,Ethiopian,student,Student,6083,ETB,Sodo,SNNPR,Ethiopia,d6478ceeafcd7a49,ac4b79651375eb04,2023-03-30T12:08:22.180808
P000647,Shifferaw,Dibaba,1986-09-04,M,Ethiopian,farmer,Self-Employed,8065,ETB,Gondar,Amhara,Ethiopia,491b48dc437feab2,df9d27a8a2afc565,2025-04-16T13:54:39.211705
P000648,Senait,Legesse,1971-08-24,F,Ethiopian,freelancer,Self-Employed,31794,ETB,Addis Ababa,Addis Ababa,Ethiopia,602ae8af1b4e99bd,,2022-06-15T21:16:46.542930
P000649,Tersit,Zeleke,1999-01-29,F,Ethiopian,nurse,Employed,4886,ETB,Adama,Oromia,Ethiopia,5859748c75f181db,,2022-05-15T12:42:35.160459
P000650,Girma,Ayele,1976-01-31,M,Ethiopian,day_laborer,Employed,2985,ETB,Gondar,Amhara,Ethiopia,1254d4f4bdc152f8,c2a822cd6fc306cc,2023-03-30T02:05:54.614593
P000651,Fekre-Selasie,Wossen,1997-04-23,M,Ethiopian,freelancer,Self-Employed,16973,ETB,Asella,Oromia,Ethiopia,023b5ab391f7b2fd,fd41f80fe3f433c6,2024-01-08T21:29:57.170695
P000652,Saba,Addisu,1997-04-03,F,Ethiopian,domestic_worker,Employed,2832,ETB,Sodo,SNNPR,Ethiopia,ef2c1de8340cb04a,adb94a72a5b412b4,2023-05-17T18:10:12.106012
P000653,Mignote,Andargachew,1962-01-05,F,Ethiopian,farmer,Self-Employed,6367,ETB,Bahir Dar,Amhara,Ethiopia,06a6b17c155a225b,7910bca4c4764e18,2025-09-16T04:48:28.234224
P000654,Akalu,Negash,1962-06-08,M,Ethiopian,domestic_worker,Employed,4775,ETB,Mekelle,Tigray,Ethiopia,c65f062a2280b351,33eb2cb5bee14f0c,2024-09-17T12:44:42.671822
P000655,Yordanos,Tamene,1976-11-05,F,Ethiopian,student,Student,3375,ETB,Dilla,SNNPR,Ethiopia,48b2c96fc8f6a6eb,fc322025c0e925d3,2024-02-26T18:33:45.209626
P000656,Metaferia,Bemnet,1984-03-10,M,Ethiopian,driver,Employed,7364,ETB,Addis Ababa,Addis Ababa,Ethiopia,9d581cecbe48e21c,7be1d5829c81ffc9,2022-03-15T07:11:41.442659
P000657,Saba,Markos,2002-11-03,F,Ethiopian,student,,4198,ETB,Jijiga,Somali,Ethiopia,25f4109378f51a65,47a6337df86fda3d,2025-03-27T01:50:49.229849
P000658,Zewdu,Yared,1971-12-27,M,Ethiopian,nurse,Employed,13469,ETB,Hawassa,Sidama,Ethiopia,,e8f84225c543643f,2023-09-07T23:34:50.612399
P000659,Menna,Elias,1983-03-20,F,Ethiopian,student,Student,6015,ETB,Addis Ababa,Addis Ababa,Ethiopia,a8b9eb89e92c7475,5c2dcd5348b6c903,2025-03-12T07:31:15.829874
P000660,Robel,Mulugeta,1964-07-02,M,Ethiopian,domestic_worker,Employed,5719,ETB,Hosaena,SNNPR,Ethiopia,c15460f2ac578195,f4e8f56cc395863d,2022-08-05T12:43:27.754948
P000661,Fikadu,Wasihun,2004-02-04,M,Ethiopian,teacher,Employed,12130,ETB,Shashamane,Oromia,Ethiopia,cab0ca592a3e8eb8,,2025-03-31T16:01:09.907574
P000662,Beletshachew,Yafet,1986-05-30,F,Ethiopian,accountant,Employed,21682,ETB,Dire Dawa,Dire Dawa,Ethiopia,d18aa6da45373488,4bbc6b7d19bd6d34,2023-11-08T17:30:36.863899
P000663,Tsegaye,Besufekad,2001-03-22,M,Ethiopian,day_laborer,Employed,2000,ETB,Harar,Harari,Ethiopia,5b4b8d10905af89e,b47a14350e4bed75,2023-12-07T20:45:00.463449
P000664,Tefera,Gebre-Giorgis,1966-10-20,M,Ethiopian,cashier,Employed,9624,ETB,Addis Ababa,Addis Ababa,Ethiopia,,bc33179a94a5f64d,2024-08-12T19:39:10.339402
P000665,Gebre-Mariam,Sintayehu,1971-12-05,M,Other,lawyer,Employed,44941,ETB,Adama,Oromia,Ethiopia,a898ad7e87a67b32,fa0842c6a7cb8ffa,2025-06-02T00:14:44.112887
P000666,Mekdes,Henok,1982-10-08,F,Ethiopian,driver,Employed,9311,ETB,Addis Ababa,Addis Ababa,Ethiopia,d52b2e05bc131794,b4ff658c6479a4cf,2022-07-25T18:33:59.401567
P000667,Abiot,Dagnachew,1990-03-08,F,Ethiopian,government_employee,Employed,21275,ETB,Addis Ababa,Addis Ababa,Ethiopia,d91120e0e735ef17,681ca6ca4b1f3b55,2025-08-19T11:58:32.859168
P000668,Nardos,Ayele,1989-07-06,F,Ethiopian,business_owner,Self-Employed,41962,ETB,Addis Ababa,Addis Ababa,Ethiopia,bc28dd96424be49c,ca54624126604fc4,2024-07-16T15:59:40.501820
P000669,Yohannes,Mohammed,1971-05-16,M,Ethiopian,student,Student,4397,ETB,Jijiga,Somali,Ethiopia,f0c709216a12cf5a,927cdbaf6b2e3e20,2024-06-16T11:12:00.015942
P000670,Dibaba,Elias,1969-09-12,M,Ethiopian,day_laborer,Employed,3683,ETB,Addis Ababa,Addis Ababa,Ethiopia,9b00bd7e1fa7f89e,488916e324e3ccad,2022-09-25T22:00:03.721595
P000671,Endale,Tesema,1982-12-16,M,Ethiopian,farmer,Self-Employed,7376,ETB,Dire Dawa,Dire Dawa,Ethiopia,1186c301d7f33325,,2024-07-02T19:27:04.270400
P000672,Inku,Moges,1975-05-21,F,Ethiopian,merchant,Self-Employed,21172,ETB,Addis Ababa,Addis Ababa,Ethiopia,51df2e030cfb81b9,43de63dd410c9b34,2024-08-19T02:54:57.101224
